FIPS,STATE,ST_ABBR,COUNTY
18131,INDIANA,IN,Pulaski
18133,INDIANA,IN,Putnam
18135,INDIANA,IN,Randolph
18137,INDIANA,IN,Ripley
18139,INDIANA,IN,Rush
18141,INDIANA,IN,St. Joseph
18143,INDIANA,IN,Scott
18145,INDIANA,IN,Shelby
18147,INDIANA,IN,Spencer
18149,INDIANA,IN,Starke
18151,INDIANA,IN,Steuben
18153,INDIANA,IN,Sullivan
18155,INDIANA,IN,Switzerland
18157,INDIANA,IN,Tippecanoe
18159,INDIANA,IN,Tipton
18161,INDIANA,IN,Union
18163,INDIANA,IN,Vanderburgh
18165,INDIANA,IN,Vermillion
18167,INDIANA,IN,Vigo
18169,INDIANA,IN,Wabash
18171,INDIANA,IN,Warren
18173,INDIANA,IN,Warrick
18175,INDIANA,IN,Washington
18177,INDIANA,IN,Wayne
18179,INDIANA,IN,Wells
18181,INDIANA,IN,White
18183,INDIANA,IN,Whitley
19001,IOWA,IA,Adair
19003,IOWA,IA,Adams
19005,IOWA,IA,Allamakee
19007,IOWA,IA,Appanoose
19009,IOWA,IA,Audubon
19011,IOWA,IA,Benton
19013,IOWA,IA,Black Hawk
19015,IOWA,IA,Boone
19017,IOWA,IA,Bremer
19019,IOWA,IA,Buchanan
19021,IOWA,IA,Buena Vista
19023,IOWA,IA,Butler
19025,IOWA,IA,Calhoun
19027,IOWA,IA,Carroll
19029,IOWA,IA,Cass
19031,IOWA,IA,Cedar
19033,IOWA,IA,Cerro Gordo
19035,IOWA,IA,Cherokee
19037,IOWA,IA,Chickasaw
19039,IOWA,IA,Clarke
19041,IOWA,IA,Clay
19043,IOWA,IA,Clayton
19045,IOWA,IA,Clinton
19047,IOWA,IA,Crawford
19049,IOWA,IA,Dallas
19051,IOWA,IA,Davis
19053,IOWA,IA,Decatur
19055,IOWA,IA,Delaware
19057,IOWA,IA,Des Moines
19059,IOWA,IA,Dickinson
19061,IOWA,IA,Dubuque
19063,IOWA,IA,Emmet
19065,IOWA,IA,Fayette
19067,IOWA,IA,Floyd
19069,IOWA,IA,Franklin
19071,IOWA,IA,Fremont
19073,IOWA,IA,Greene
19075,IOWA,IA,Grundy
19077,IOWA,IA,Guthrie
19079,IOWA,IA,Hamilton
19081,IOWA,IA,Hancock
19083,IOWA,IA,Hardin
19085,IOWA,IA,Harrison
19087,IOWA,IA,Henry
19089,IOWA,IA,Howard
19091,IOWA,IA,Humboldt
19093,IOWA,IA,Ida
19095,IOWA,IA,Iowa
19097,IOWA,IA,Jackson
19099,IOWA,IA,Jasper
19101,IOWA,IA,Jefferson
19103,IOWA,IA,Johnson
19105,IOWA,IA,Jones
19107,IOWA,IA,Keokuk
19109,IOWA,IA,Kossuth
19111,IOWA,IA,Lee
19113,IOWA,IA,Linn
19115,IOWA,IA,Louisa
19117,IOWA,IA,Lucas
19119,IOWA,IA,Lyon
19121,IOWA,IA,Madison
19123,IOWA,IA,Mahaska
19125,IOWA,IA,Marion
19127,IOWA,IA,Marshall
19129,IOWA,IA,Mills
19131,IOWA,IA,Mitchell
19133,IOWA,IA,Monona
19135,IOWA,IA,Monroe
19137,IOWA,IA,Montgomery
19139,IOWA,IA,Muscatine
19141,IOWA,IA,O'Brien
19143,IOWA,IA,Osceola
19145,IOWA,IA,Page
19147,IOWA,IA,Palo Alto
19149,IOWA,IA,Plymouth
19151,IOWA,IA,Pocahontas
19153,IOWA,IA,Polk
19155,IOWA,IA,Pottawattamie
19157,IOWA,IA,Poweshiek
19159,IOWA,IA,Ringgold
19161,IOWA,IA,Sac
19163,IOWA,IA,Scott
19165,IOWA,IA,Shelby
19167,IOWA,IA,Sioux
19169,IOWA,IA,Story
19171,IOWA,IA,Tama
19173,IOWA,IA,Taylor
19175,IOWA,IA,Union
19177,IOWA,IA,Van Buren
19179,IOWA,IA,Wapello
19181,IOWA,IA,Warren
19183,IOWA,IA,Washington
19185,IOWA,IA,Wayne
19187,IOWA,IA,Webster
19189,IOWA,IA,Winnebago
19191,IOWA,IA,Winneshiek
19193,IOWA,IA,Woodbury
19195,IOWA,IA,Worth
19197,IOWA,IA,Wright
20001,KANSAS,KS,Allen
20003,KANSAS,KS,Anderson
20005,KANSAS,KS,Atchison
20007,KANSAS,KS,Barber
20009,KANSAS,KS,Barton
20011,KANSAS,KS,Bourbon
20013,KANSAS,KS,Brown
20015,KANSAS,KS,Butler
20017,KANSAS,KS,Chase
20019,KANSAS,KS,Chautauqua
20021,KANSAS,KS,Cherokee
20023,KANSAS,KS,Cheyenne
20025,KANSAS,KS,Clark
20027,KANSAS,KS,Clay
20029,KANSAS,KS,Cloud
20031,KANSAS,KS,Coffey
20033,KANSAS,KS,Comanche
20035,KANSAS,KS,Cowley
20037,KANSAS,KS,Crawford
20039,KANSAS,KS,Decatur
20041,KANSAS,KS,Dickinson
20043,KANSAS,KS,Doniphan
20045,KANSAS,KS,Douglas
20047,KANSAS,KS,Edwards
20049,KANSAS,KS,Elk
20051,KANSAS,KS,Ellis
20053,KANSAS,KS,Ellsworth
20055,KANSAS,KS,Finney
20057,KANSAS,KS,Ford
20059,KANSAS,KS,Franklin
20061,KANSAS,KS,Geary
20063,KANSAS,KS,Gove
20065,KANSAS,KS,Graham
20067,KANSAS,KS,Grant
20069,KANSAS,KS,Gray
20071,KANSAS,KS,Greeley
20073,KANSAS,KS,Greenwood
20075,KANSAS,KS,Hamilton
20077,KANSAS,KS,Harper
20079,KANSAS,KS,Harvey
20081,KANSAS,KS,Haskell
20083,KANSAS,KS,Hodgeman
20085,KANSAS,KS,Jackson
20087,KANSAS,KS,Jefferson
20089,KANSAS,KS,Jewell
20091,KANSAS,KS,Johnson
20093,KANSAS,KS,Kearny
20095,KANSAS,KS,Kingman
20097,KANSAS,KS,Kiowa
20099,KANSAS,KS,Labette
20101,KANSAS,KS,Lane
20103,KANSAS,KS,Leavenworth
20105,KANSAS,KS,Lincoln
20107,KANSAS,KS,Linn
20109,KANSAS,KS,Logan
20111,KANSAS,KS,Lyon
20113,KANSAS,KS,McPherson
20115,KANSAS,KS,Marion
20117,KANSAS,KS,Marshall
20119,KANSAS,KS,Meade
20121,KANSAS,KS,Miami
20123,KANSAS,KS,Mitchell
20125,KANSAS,KS,Montgomery
20127,KANSAS,KS,Morris
20129,KANSAS,KS,Morton
20131,KANSAS,KS,Nemaha
20133,KANSAS,KS,Neosho
20135,KANSAS,KS,Ness
20137,KANSAS,KS,Norton
20139,KANSAS,KS,Osage
20141,KANSAS,KS,Osborne
20143,KANSAS,KS,Ottawa
20145,KANSAS,KS,Pawnee
20147,KANSAS,KS,Phillips
20149,KANSAS,KS,Pottawatomie
20151,KANSAS,KS,Pratt
20153,KANSAS,KS,Rawlins
20155,KANSAS,KS,Reno
20157,KANSAS,KS,Republic
20159,KANSAS,KS,Rice
20161,KANSAS,KS,Riley
20163,KANSAS,KS,Rooks
20165,KANSAS,KS,Rush
20167,KANSAS,KS,Russell
20169,KANSAS,KS,Saline
20171,KANSAS,KS,Scott
20173,KANSAS,KS,Sedgwick
20175,KANSAS,KS,Seward
20177,KANSAS,KS,Shawnee
20179,KANSAS,KS,Sheridan
20181,KANSAS,KS,Sherman
20183,KANSAS,KS,Smith
20185,KANSAS,KS,Stafford
20187,KANSAS,KS,Stanton
20189,KANSAS,KS,Stevens
20191,KANSAS,KS,Sumner
20193,KANSAS,KS,Thomas
20195,KANSAS,KS,Trego
20197,KANSAS,KS,Wabaunsee
20199,KANSAS,KS,Wallace
20201,KANSAS,KS,Washington
20203,KANSAS,KS,Wichita
20205,KANSAS,KS,Wilson
20207,KANSAS,KS,Woodson
20209,KANSAS,KS,Wyandotte
21001,KENTUCKY,KY,Adair
21003,KENTUCKY,KY,Allen
21005,KENTUCKY,KY,Anderson
21007,KENTUCKY,KY,Ballard
21009,KENTUCKY,KY,Barren
21011,KENTUCKY,KY,Bath
21013,KENTUCKY,KY,Bell
21015,KENTUCKY,KY,Boone
21017,KENTUCKY,KY,Bourbon
21019,KENTUCKY,KY,Boyd
21021,KENTUCKY,KY,Boyle
21023,KENTUCKY,KY,Bracken
21025,KENTUCKY,KY,Breathitt
21027,KENTUCKY,KY,Breckinridge
21029,KENTUCKY,KY,Bullitt
21031,KENTUCKY,KY,Butler
21033,KENTUCKY,KY,Caldwell
21035,KENTUCKY,KY,Calloway
21037,KENTUCKY,KY,Campbell
21039,KENTUCKY,KY,Carlisle
21041,KENTUCKY,KY,Carroll
21043,KENTUCKY,KY,Carter
21045,KENTUCKY,KY,Casey
21047,KENTUCKY,KY,Christian
21049,KENTUCKY,KY,Clark
21051,KENTUCKY,KY,Clay
21053,KENTUCKY,KY,Clinton
21055,KENTUCKY,KY,Crittenden
21057,KENTUCKY,KY,Cumberland
21059,KENTUCKY,KY,Daviess
21061,KENTUCKY,KY,Edmonson
21063,KENTUCKY,KY,Elliott
21065,KENTUCKY,KY,Estill
21067,KENTUCKY,KY,Fayette
21069,KENTUCKY,KY,Fleming
21071,KENTUCKY,KY,Floyd
21073,KENTUCKY,KY,Franklin
21075,KENTUCKY,KY,Fulton
21077,KENTUCKY,KY,Gallatin
21079,KENTUCKY,KY,Garrard
21081,KENTUCKY,KY,Grant
21083,KENTUCKY,KY,Graves
21085,KENTUCKY,KY,Grayson
21087,KENTUCKY,KY,Green
21089,KENTUCKY,KY,Greenup
21091,KENTUCKY,KY,Hancock
21093,KENTUCKY,KY,Hardin
21095,KENTUCKY,KY,Harlan
21097,KENTUCKY,KY,Harrison
21099,KENTUCKY,KY,Hart
21101,KENTUCKY,KY,Henderson
21103,KENTUCKY,KY,Henry
21105,KENTUCKY,KY,Hickman
21107,KENTUCKY,KY,Hopkins
21109,KENTUCKY,KY,Jackson
21111,KENTUCKY,KY,Jefferson
21113,KENTUCKY,KY,Jessamine
21115,KENTUCKY,KY,Johnson
21117,KENTUCKY,KY,Kenton
21119,KENTUCKY,KY,Knott
21121,KENTUCKY,KY,Knox
21123,KENTUCKY,KY,Larue
21125,KENTUCKY,KY,Laurel
21127,KENTUCKY,KY,Lawrence
21129,KENTUCKY,KY,Lee
21131,KENTUCKY,KY,Leslie
21133,KENTUCKY,KY,Letcher
21135,KENTUCKY,KY,Lewis
21137,KENTUCKY,KY,Lincoln
21139,KENTUCKY,KY,Livingston
21141,KENTUCKY,KY,Logan
21143,KENTUCKY,KY,Lyon
21145,KENTUCKY,KY,McCracken
21147,KENTUCKY,KY,McCreary
21149,KENTUCKY,KY,McLean
21151,KENTUCKY,KY,Madison
21153,KENTUCKY,KY,Magoffin
21155,KENTUCKY,KY,Marion
21157,KENTUCKY,KY,Marshall
21159,KENTUCKY,KY,Martin
21161,KENTUCKY,KY,Mason
21163,KENTUCKY,KY,Meade
21165,KENTUCKY,KY,Menifee
21167,KENTUCKY,KY,Mercer
21169,KENTUCKY,KY,Metcalfe
21171,KENTUCKY,KY,Monroe
21173,KENTUCKY,KY,Montgomery
21175,KENTUCKY,KY,Morgan
21177,KENTUCKY,KY,Muhlenberg
21179,KENTUCKY,KY,Nelson
21181,KENTUCKY,KY,Nicholas
21183,KENTUCKY,KY,Ohio
21185,KENTUCKY,KY,Oldham
21187,KENTUCKY,KY,Owen
21189,KENTUCKY,KY,Owsley
21191,KENTUCKY,KY,Pendleton
21193,KENTUCKY,KY,Perry
21195,KENTUCKY,KY,Pike
21197,KENTUCKY,KY,Powell
21199,KENTUCKY,KY,Pulaski
21201,KENTUCKY,KY,Robertson
21203,KENTUCKY,KY,Rockcastle
21205,KENTUCKY,KY,Rowan
21207,KENTUCKY,KY,Russell
21209,KENTUCKY,KY,Scott
21211,KENTUCKY,KY,Shelby
21213,KENTUCKY,KY,Simpson
21215,KENTUCKY,KY,Spencer
21217,KENTUCKY,KY,Taylor
21219,KENTUCKY,KY,Todd
21221,KENTUCKY,KY,Trigg
21223,KENTUCKY,KY,Trimble
21225,KENTUCKY,KY,Union
21227,KENTUCKY,KY,Warren
21229,KENTUCKY,KY,Washington
21231,KENTUCKY,KY,Wayne
21233,KENTUCKY,KY,Webster
21235,KENTUCKY,KY,Whitley
21237,KENTUCKY,KY,Wolfe
21239,KENTUCKY,KY,Woodford
22001,LOUISIANA,LA,Acadia
22003,LOUISIANA,LA,Allen
22005,LOUISIANA,LA,Ascension
22007,LOUISIANA,LA,Assumption
22009,LOUISIANA,LA,Avoyelles
22011,LOUISIANA,LA,Beauregard
22013,LOUISIANA,LA,Bienville
22015,LOUISIANA,LA,Bossier
22017,LOUISIANA,LA,Caddo
22019,LOUISIANA,LA,Calcasieu
22021,LOUISIANA,LA,Caldwell
22023,LOUISIANA,LA,Cameron
22025,LOUISIANA,LA,Catahoula
22027,LOUISIANA,LA,Claiborne
22029,LOUISIANA,LA,Concordia
22031,LOUISIANA,LA,De Soto
22033,LOUISIANA,LA,East Baton Rouge
22035,LOUISIANA,LA,East Carroll
22037,LOUISIANA,LA,East Feliciana
22039,LOUISIANA,LA,Evangeline
22041,LOUISIANA,LA,Franklin
22043,LOUISIANA,LA,Grant
22045,LOUISIANA,LA,Iberia
22047,LOUISIANA,LA,Iberville
22049,LOUISIANA,LA,Jackson
22051,LOUISIANA,LA,Jefferson
22053,LOUISIANA,LA,Jefferson Davis
22055,LOUISIANA,LA,Lafayette
22057,LOUISIANA,LA,Lafourche
22059,LOUISIANA,LA,LaSalle
22061,LOUISIANA,LA,Lincoln
22063,LOUISIANA,LA,Livingston
22065,LOUISIANA,LA,Madison
22067,LOUISIANA,LA,Morehouse
22069,LOUISIANA,LA,Natchitoches
22071,LOUISIANA,LA,Orleans
22073,LOUISIANA,LA,Ouachita
22075,LOUISIANA,LA,Plaquemines
22077,LOUISIANA,LA,Pointe Coupee
22079,LOUISIANA,LA,Rapides
22081,LOUISIANA,LA,Red River
22083,LOUISIANA,LA,Richland
22085,LOUISIANA,LA,Sabine
22087,LOUISIANA,LA,St. Bernard
22089,LOUISIANA,LA,St. Charles
22091,LOUISIANA,LA,St. Helena
22093,LOUISIANA,LA,St. James
22095,LOUISIANA,LA,St. John the Baptist
22097,LOUISIANA,LA,St. Landry
22099,LOUISIANA,LA,St. Martin
22101,LOUISIANA,LA,St. Mary
22103,LOUISIANA,LA,St. Tammany
22105,LOUISIANA,LA,Tangipahoa
22107,LOUISIANA,LA,Tensas
22109,LOUISIANA,LA,Terrebonne
22111,LOUISIANA,LA,Union
22113,LOUISIANA,LA,Vermilion
22115,LOUISIANA,LA,Vernon
22117,LOUISIANA,LA,Washington
22119,LOUISIANA,LA,Webster
22121,LOUISIANA,LA,West Baton Rouge
22123,LOUISIANA,LA,West Carroll
22125,LOUISIANA,LA,West Feliciana
22127,LOUISIANA,LA,Winn
23001,MAINE,ME,Androscoggin
23003,MAINE,ME,Aroostook
23005,MAINE,ME,Cumberland
23007,MAINE,ME,Franklin
23009,MAINE,ME,Hancock
23011,MAINE,ME,Kennebec
23013,MAINE,ME,Knox
23015,MAINE,ME,Lincoln
23017,MAINE,ME,Oxford
23019,MAINE,ME,Penobscot
23021,MAINE,ME,Piscataquis
23023,MAINE,ME,Sagadahoc
23025,MAINE,ME,Somerset
23027,MAINE,ME,Waldo
23029,MAINE,ME,Washington
23031,MAINE,ME,York
24001,MARYLAND,MD,Allegany
24003,MARYLAND,MD,Anne Arundel
24005,MARYLAND,MD,Baltimore
24009,MARYLAND,MD,Calvert
24011,MARYLAND,MD,Caroline
24013,MARYLAND,MD,Carroll
24015,MARYLAND,MD,Cecil
24017,MARYLAND,MD,Charles
24019,MARYLAND,MD,Dorchester
24021,MARYLAND,MD,Frederick
24023,MARYLAND,MD,Garrett
24025,MARYLAND,MD,Harford
24027,MARYLAND,MD,Howard
24029,MARYLAND,MD,Kent
24031,MARYLAND,MD,Montgomery
24033,MARYLAND,MD,Prince George's
24035,MARYLAND,MD,Queen Anne's
24037,MARYLAND,MD,St. Mary's
24039,MARYLAND,MD,Somerset
24041,MARYLAND,MD,Talbot
24043,MARYLAND,MD,Washington
24045,MARYLAND,MD,Wicomico
24047,MARYLAND,MD,Worcester
24510,MARYLAND,MD,Baltimore City
25001,MASSACHUSETTS,MA,Barnstable
25003,MASSACHUSETTS,MA,Berkshire
25005,MASSACHUSETTS,MA,Bristol
25007,MASSACHUSETTS,MA,Dukes
25009,MASSACHUSETTS,MA,Essex
25011,MASSACHUSETTS,MA,Franklin
25013,MASSACHUSETTS,MA,Hampden
25015,MASSACHUSETTS,MA,Hampshire
25017,MASSACHUSETTS,MA,Middlesex
25019,MASSACHUSETTS,MA,Nantucket
25021,MASSACHUSETTS,MA,Norfolk
25023,MASSACHUSETTS,MA,Plymouth
25025,MASSACHUSETTS,MA,Suffolk
25027,MASSACHUSETTS,MA,Worcester
26001,MICHIGAN,MI,Alcona
26003,MICHIGAN,MI,Alger
26005,MICHIGAN,MI,Allegan
26007,MICHIGAN,MI,Alpena
26009,MICHIGAN,MI,Antrim
26011,MICHIGAN,MI,Arenac
26013,MICHIGAN,MI,Baraga
26015,MICHIGAN,MI,Barry
26017,MICHIGAN,MI,Bay
26019,MICHIGAN,MI,Benzie
26021,MICHIGAN,MI,Berrien
26023,MICHIGAN,MI,Branch
26025,MICHIGAN,MI,Calhoun
26027,MICHIGAN,MI,Cass
26029,MICHIGAN,MI,Charlevoix
26031,MICHIGAN,MI,Cheboygan
26033,MICHIGAN,MI,Chippewa
26035,MICHIGAN,MI,Clare
26037,MICHIGAN,MI,Clinton
26039,MICHIGAN,MI,Crawford
26041,MICHIGAN,MI,Delta
26043,MICHIGAN,MI,Dickinson
26045,MICHIGAN,MI,Eaton
26047,MICHIGAN,MI,Emmet
26049,MICHIGAN,MI,Genesee
26051,MICHIGAN,MI,Gladwin
26053,MICHIGAN,MI,Gogebic
26055,MICHIGAN,MI,Grand Traverse
26057,MICHIGAN,MI,Gratiot
26059,MICHIGAN,MI,Hillsdale
26061,MICHIGAN,MI,Houghton
26063,MICHIGAN,MI,Huron
26065,MICHIGAN,MI,Ingham
26067,MICHIGAN,MI,Ionia
26069,MICHIGAN,MI,Iosco
26071,MICHIGAN,MI,Iron
26073,MICHIGAN,MI,Isabella
26075,MICHIGAN,MI,Jackson
26077,MICHIGAN,MI,Kalamazoo
26079,MICHIGAN,MI,Kalkaska
26081,MICHIGAN,MI,Kent
26083,MICHIGAN,MI,Keweenaw
26085,MICHIGAN,MI,Lake
26087,MICHIGAN,MI,Lapeer
26089,MICHIGAN,MI,Leelanau
26091,MICHIGAN,MI,Lenawee
26093,MICHIGAN,MI,Livingston
26095,MICHIGAN,MI,Luce
26097,MICHIGAN,MI,Mackinac
26099,MICHIGAN,MI,Macomb
26101,MICHIGAN,MI,Manistee
26103,MICHIGAN,MI,Marquette
26105,MICHIGAN,MI,Mason
26107,MICHIGAN,MI,Mecosta
26109,MICHIGAN,MI,Menominee
26111,MICHIGAN,MI,Midland
26113,MICHIGAN,MI,Missaukee
26115,MICHIGAN,MI,Monroe
26117,MICHIGAN,MI,Montcalm
26119,MICHIGAN,MI,Montmorency
26121,MICHIGAN,MI,Muskegon
26123,MICHIGAN,MI,Newaygo
26125,MICHIGAN,MI,Oakland
26127,MICHIGAN,MI,Oceana
26129,MICHIGAN,MI,Ogemaw
26131,MICHIGAN,MI,Ontonagon
26133,MICHIGAN,MI,Osceola
26135,MICHIGAN,MI,Oscoda
26137,MICHIGAN,MI,Otsego
26139,MICHIGAN,MI,Ottawa
26141,MICHIGAN,MI,Presque Isle
26143,MICHIGAN,MI,Roscommon
26145,MICHIGAN,MI,Saginaw
26147,MICHIGAN,MI,St. Clair
26149,MICHIGAN,MI,St. Joseph
26151,MICHIGAN,MI,Sanilac
26153,MICHIGAN,MI,Schoolcraft
26155,MICHIGAN,MI,Shiawassee
26157,MICHIGAN,MI,Tuscola
26159,MICHIGAN,MI,Van Buren
26161,MICHIGAN,MI,Washtenaw
26163,MICHIGAN,MI,Wayne
26165,MICHIGAN,MI,Wexford
27001,MINNESOTA,MN,Aitkin
27003,MINNESOTA,MN,Anoka
27005,MINNESOTA,MN,Becker
27007,MINNESOTA,MN,Beltrami
27009,MINNESOTA,MN,Benton
27011,MINNESOTA,MN,Big Stone
27013,MINNESOTA,MN,Blue Earth
27015,MINNESOTA,MN,Brown
27017,MINNESOTA,MN,Carlton
27019,MINNESOTA,MN,Carver
27021,MINNESOTA,MN,Cass
27023,MINNESOTA,MN,Chippewa
27025,MINNESOTA,MN,Chisago
27027,MINNESOTA,MN,Clay
27029,MINNESOTA,MN,Clearwater
27031,MINNESOTA,MN,Cook
27033,MINNESOTA,MN,Cottonwood
27035,MINNESOTA,MN,Crow Wing
27037,MINNESOTA,MN,Dakota
27039,MINNESOTA,MN,Dodge
27041,MINNESOTA,MN,Douglas
27043,MINNESOTA,MN,Faribault
27045,MINNESOTA,MN,Fillmore
27047,MINNESOTA,MN,Freeborn
27049,MINNESOTA,MN,Goodhue
27051,MINNESOTA,MN,Grant
27053,MINNESOTA,MN,Hennepin
27055,MINNESOTA,MN,Houston
27057,MINNESOTA,MN,Hubbard
27059,MINNESOTA,MN,Isanti
27061,MINNESOTA,MN,Itasca
27063,MINNESOTA,MN,Jackson
27065,MINNESOTA,MN,Kanabec
27067,MINNESOTA,MN,Kandiyohi
27069,MINNESOTA,MN,Kittson
27071,MINNESOTA,MN,Koochiching
27073,MINNESOTA,MN,Lac qui Parle
27075,MINNESOTA,MN,Lake
27077,MINNESOTA,MN,Lake of the Woods
27079,MINNESOTA,MN,Le Sueur
27081,MINNESOTA,MN,Lincoln
27083,MINNESOTA,MN,Lyon
27085,MINNESOTA,MN,McLeod
27087,MINNESOTA,MN,Mahnomen
27089,MINNESOTA,MN,Marshall
27091,MINNESOTA,MN,Martin
27093,MINNESOTA,MN,Meeker
27095,MINNESOTA,MN,Mille Lacs
27097,MINNESOTA,MN,Morrison
27099,MINNESOTA,MN,Mower
27101,MINNESOTA,MN,Murray
27103,MINNESOTA,MN,Nicollet
27105,MINNESOTA,MN,Nobles
27107,MINNESOTA,MN,Norman
27109,MINNESOTA,MN,Olmsted
27111,MINNESOTA,MN,Otter Tail
27113,MINNESOTA,MN,Pennington
27115,MINNESOTA,MN,Pine
27117,MINNESOTA,MN,Pipestone
27119,MINNESOTA,MN,Polk
27121,MINNESOTA,MN,Pope
27123,MINNESOTA,MN,Ramsey
27125,MINNESOTA,MN,Red Lake
27127,MINNESOTA,MN,Redwood
27129,MINNESOTA,MN,Renville
27131,MINNESOTA,MN,Rice
27133,MINNESOTA,MN,Rock
27135,MINNESOTA,MN,Roseau
27137,MINNESOTA,MN,St. Louis
27139,MINNESOTA,MN,Scott
27141,MINNESOTA,MN,Sherburne
27143,MINNESOTA,MN,Sibley
27145,MINNESOTA,MN,Stearns
27147,MINNESOTA,MN,Steele
27149,MINNESOTA,MN,Stevens
27151,MINNESOTA,MN,Swift
27153,MINNESOTA,MN,Todd
27155,MINNESOTA,MN,Traverse
27157,MINNESOTA,MN,Wabasha
27159,MINNESOTA,MN,Wadena
27161,MINNESOTA,MN,Waseca
27163,MINNESOTA,MN,Washington
27165,MINNESOTA,MN,Watonwan
27167,MINNESOTA,MN,Wilkin
27169,MINNESOTA,MN,Winona
27171,MINNESOTA,MN,Wright
27173,MINNESOTA,MN,Yellow Medicine
28001,MISSISSIPPI,MS,Adams
28003,MISSISSIPPI,MS,Alcorn
28005,MISSISSIPPI,MS,Amite
28007,MISSISSIPPI,MS,Attala
28009,MISSISSIPPI,MS,Benton
28011,MISSISSIPPI,MS,Bolivar
28013,MISSISSIPPI,MS,Calhoun
28015,MISSISSIPPI,MS,Carroll
28017,MISSISSIPPI,MS,Chickasaw
28019,MISSISSIPPI,MS,Choctaw
28021,MISSISSIPPI,MS,Claiborne
28023,MISSISSIPPI,MS,Clarke
28025,MISSISSIPPI,MS,Clay
28027,MISSISSIPPI,MS,Coahoma
28029,MISSISSIPPI,MS,Copiah
28031,MISSISSIPPI,MS,Covington
28033,MISSISSIPPI,MS,DeSoto
28035,MISSISSIPPI,MS,Forrest
28037,MISSISSIPPI,MS,Franklin
28039,MISSISSIPPI,MS,George
28041,MISSISSIPPI,MS,Greene
28043,MISSISSIPPI,MS,Grenada
28045,MISSISSIPPI,MS,Hancock
28047,MISSISSIPPI,MS,Harrison
28049,MISSISSIPPI,MS,Hinds
28051,MISSISSIPPI,MS,Holmes
28053,MISSISSIPPI,MS,Humphreys
28055,MISSISSIPPI,MS,Issaquena
28057,MISSISSIPPI,MS,Itawamba
28059,MISSISSIPPI,MS,Jackson
28061,MISSISSIPPI,MS,Jasper
28063,MISSISSIPPI,MS,Jefferson
28065,MISSISSIPPI,MS,Jefferson Davis
28067,MISSISSIPPI,MS,Jones
28069,MISSISSIPPI,MS,Kemper
28071,MISSISSIPPI,MS,Lafayette
28073,MISSISSIPPI,MS,Lamar
28075,MISSISSIPPI,MS,Lauderdale
28077,MISSISSIPPI,MS,Lawrence
28079,MISSISSIPPI,MS,Leake
28081,MISSISSIPPI,MS,Lee
28083,MISSISSIPPI,MS,Leflore
28085,MISSISSIPPI,MS,Lincoln
28087,MISSISSIPPI,MS,Lowndes
28089,MISSISSIPPI,MS,Madison
28091,MISSISSIPPI,MS,Marion
28093,MISSISSIPPI,MS,Marshall
28095,MISSISSIPPI,MS,Monroe
28097,MISSISSIPPI,MS,Montgomery
28099,MISSISSIPPI,MS,Neshoba
28101,MISSISSIPPI,MS,Newton
28103,MISSISSIPPI,MS,Noxubee
28105,MISSISSIPPI,MS,Oktibbeha
28107,MISSISSIPPI,MS,Panola
28109,MISSISSIPPI,MS,Pearl River
28111,MISSISSIPPI,MS,Perry
28113,MISSISSIPPI,MS,Pike
28115,MISSISSIPPI,MS,Pontotoc
28117,MISSISSIPPI,MS,Prentiss
28119,MISSISSIPPI,MS,Quitman
28121,MISSISSIPPI,MS,Rankin
28123,MISSISSIPPI,MS,Scott
28125,MISSISSIPPI,MS,Sharkey
28127,MISSISSIPPI,MS,Simpson
28129,MISSISSIPPI,MS,Smith
28131,MISSISSIPPI,MS,Stone
28133,MISSISSIPPI,MS,Sunflower
28135,MISSISSIPPI,MS,Tallahatchie
28137,MISSISSIPPI,MS,Tate
28139,MISSISSIPPI,MS,Tippah
28141,MISSISSIPPI,MS,Tishomingo
28143,MISSISSIPPI,MS,Tunica
28145,MISSISSIPPI,MS,Union
28147,MISSISSIPPI,MS,Walthall
28149,MISSISSIPPI,MS,Warren
28151,MISSISSIPPI,MS,Washington
28153,MISSISSIPPI,MS,Wayne
28155,MISSISSIPPI,MS,Webster
28157,MISSISSIPPI,MS,Wilkinson
28159,MISSISSIPPI,MS,Winston
28161,MISSISSIPPI,MS,Yalobusha
28163,MISSISSIPPI,MS,Yazoo
29001,MISSOURI,MO,Adair
29003,MISSOURI,MO,Andrew
29005,MISSOURI,MO,Atchison
29007,MISSOURI,MO,Audrain
29009,MISSOURI,MO,Barry
29011,MISSOURI,MO,Barton
29013,MISSOURI,MO,Bates
29015,MISSOURI,MO,Benton
29017,MISSOURI,MO,Bollinger
29019,MISSOURI,MO,Boone
29021,MISSOURI,MO,Buchanan
29023,MISSOURI,MO,Butler
29025,MISSOURI,MO,Caldwell
29027,MISSOURI,MO,Callaway
29029,MISSOURI,MO,Camden
29031,MISSOURI,MO,Cape Girardeau
29033,MISSOURI,MO,Carroll
29035,MISSOURI,MO,Carter
29037,MISSOURI,MO,Cass
29039,MISSOURI,MO,Cedar
29041,MISSOURI,MO,Chariton
29043,MISSOURI,MO,Christian
29045,MISSOURI,MO,Clark
29047,MISSOURI,MO,Clay
29049,MISSOURI,MO,Clinton
29051,MISSOURI,MO,Cole
29053,MISSOURI,MO,Cooper
29055,MISSOURI,MO,Crawford
29057,MISSOURI,MO,Dade
29059,MISSOURI,MO,Dallas
29061,MISSOURI,MO,Daviess
